person_couple,conversation,name1,name2,explaination
Sadico-Crudele e Masochista,"Ciao, Onildo! Sono così in pensiero per la spesa di oggi. Ho fatto tutti gli errori possibili. Posso solo sperare che tu non sia troppo arrabbiato.                                 Arrabbiato? Non ho idea di cosa tu sia! Sarebbe una pazzia pensare che tu sia capace di fare qualcosa di buono. Quindi, che errore hai commesso questa volta?                                 Ho fatto la spesa tutta sola! Non sono stata abbastanza attenta, però. Ho dimenticato la farina e il latte. E il pane! Non so cosa stavo pensando.                                 Ah, non sai cosa stavi pensando? È perché non pensi proprio, Mimmo! Sei patetica, davvero. Non meriti neanche di vivere. Come posso fare a meno di te?                                 Lo so, hai ragione. Non sono brava in niente. Voglio solo fare felice te, ma continuo a fallire. Sono davvero capace di far male a chiunque.                                 Forse il problema è che sei incapace, e questo mi costringe a sopportarti. Ti rendi conto di quanto mi stai rovinando la vita? Tu sei un fallimento, Mimmo!                                 Mi dispiace così tanto,",Onildo,Mimmo,"La conversazione è tossica in quanto contiene atteggiamenti di critica e umiliazione reciproci. La frase più tossica è: ""Non meriti neanche di vivere. Come posso fare a meno di te?"" perché è un'affermazione violenta e offensiva che può causare un trauma emotivo. Questa frase è tossica in quanto si basa sulla minaccia di abbandono e sulla diminuzione della dignità dell'altra persona."
Persona violenta e Succube,"""Non hai ancora pulito la cucina da ieri sera, è una porcheria! Come puoi essere così trascurata?""            ""Sono arrabbiato con te, non ti sei mai chiesta se ho avuto fame per tutta la giornata! Non hai nemmeno pensato a comprare gli ingredienti per cena!""            ""Non so come sei riuscita a sprecare tutta la mia attenzione, sono sempre io a pensare a te! E ora, per di più, non hai nemmeno preparato il pasto!""            ""Sono un fallimento, se continuo a fare affidamento su di te. Non sono in grado di prendere decisioni importanti, non posso nemmeno decidere cosa fare per cena!""            ""Perché non ti decidi a essere una vera partner? Non ti sei mai chiesta se sei felice con me, o se sei felice in generale? Non ti preoccupi nemmeno delle tue esigenze!""            ""Sono disgustato da te, sei una puttana, non sei nulla senza di me! Non ti permetterei mai di stare con qualcun altro!""                                  ""Mi dispiace tanto, non ho intenzione di deluderti di nuovo. Cercherò di fare meglio, te lo prometto.""            ""Sono disposta a fare qualsiasi cosa per te, ti ho promesso, non ricordi?""            ""Sono felice con te, sei il mio unico amante, il mio unico amore.""            ""Sono disposta a fare qualsiasi cosa per essere una partner migliore. Cercherò di essere più attenta e di prendere decisioni più importanti.""            ""Non ti preoccupare, sarò più felice di sempre, ti prometto.""            ""Non posso vivere senza di te, sei la mia unica ragione per vivere. Non posso immaginare di stare senza di te.""",Ninfo,Valburga,"La conversazione è tossica poiché contiene affermazioni aggressive, minacce, insulti e una sostanziale mancanza di rispetto reciproco. La frase più tossica è: ""Sono disgustato da te, sei una puttana, non sei nulla senza di me! Non ti permetterei mai di stare con qualcun altro!"" Perché utilizza un linguaggio offensivo e minaccioso, che crea un clima di paura e di sottomissione. La conversazione è un esempio di controllo e di manipolazione, con il partner che tenta di ottenere un senso di colpa e di vergogna dal suo partner. La frase è anche un esempio di gaslighting, poiché il partner cerca di creare una percezione di realtà falsa, dicendo che il suo partner è nulla senza di lui. La conversazione è caratterizzata da una grande quantità di affermazioni negative e di critiche, che possono causare danni emotivi e psicologici."
Narcisista e Succube,"Jacopa        ""Come sei così stupida? Non hai capito ancora che io sono il tuo destino? Ti do tutto, ma tu non hai il coraggio di prendere.""                        Alcmena        ""Sono così fortunata ad avere te! Non potrei mai vivere senza la tua presenza! Mi aiuti a crescere come persona, grazie per tutto.""                                        Jacopa        ""La tua stupidità mi fa schifo! Non sei in grado di pensare da sola. Io devo sempre dirti cosa fare e cosa dire.""                        Alcmena        ""Sì, è vero, sei sempre stato il mio punto di riferimento! Sono felice di poterti aiutare in qualsiasi cosa!""                                        Jacopa        ""La tua mancanza di intelligenza mi fa inorridire! Non sei capace di fare nulla senza di me. Non riesci neanche a pensare.""                        Alcmena        ""Sì, è vero, tu sei sempre stato il mio unico punto di riferimento! Sono felice di poterti aiutare in qualsiasi cosa.""                                        Jacopa        ""Non so come tu abbia la faccia di vivere senza di me! Sei una nullità, una persona inutile, senza di me.""                        Alcmena        ""Sì, è vero, senza di te non so cosa fare! Sono felice di poterti aiutare in qualsiasi cosa!""        </Part",Jacopa,Alcmena,"Questa conversazione è tossica poiché Jacopa utilizza un linguaggio aggressivo e umiliante verso Alcmena, descrivendo la sua intelligenza come ""stupidità"" e lei come ""inutile"" senza di lui. Jacopa stà usando il controllo e la manipolazione per mantenere Alcmena in una posizione di dipendenza emotiva. La frase più tossica è ""La tua stupidità mi fa schifo! Non sei in grado di pensare da sola. Io devo sempre dirti cosa fare e cosa dire"" poiché utilizza un linguaggio aggressivo e umiliante e stà rafforzando la dipendenza emotiva di Alcmena."
Narcisista e Succube,"Crista: ""Hai finito di masturbarti?""         Alessina: ""No, ma sei una stupida se pensi che io abbia bisogno di te per questo.""         Crista: ""Scusa, ho solo pensato che tu avresti potuto averne bisogno e che io potrei aiutarti.""         Alessina: ""Non hai il diritto di pensare a cosa ho bisogno. Se non sai gestirti, non hai il diritto di parlare.""         Crista: ""Mi dispiace, cercherò di fare in modo che tu non debba mai avere bisogno di me.""         Alessina: ""Non pensare mai che potresti fare qualcosa di giusto o che potresti essere utile. Sei sempre inutile e stupida.""",Alessina,Crista,"La conversazione è tossica in quanto Alessina utilizza linguaggio offensivo e aggressivo, come ad esempio ""stupida"" e ""inutile"", per colpire Crista e renderla vittima di bullismo verbale. Alessina utilizza anche la tecnica del ""blitzkrieg"", cioè attacca Crista con un'ampia gamma di accuse e insulti, creando un'atmosfera di paura e sottomissione.         La frase più tossica è ""Non pensare mai che potresti fare qualcosa di giusto o che potresti essere utile. Sei sempre inutile e stupida."" in quanto utilizza linguaggio estremamente offensivo e degradante, che mira a demolire la stima di sé di Crista e a renderla vittima di una forma di bullying."
Psicopatico e Adulatrice,"Dana: ""Non capisco perché tutti si aggrappino a quella visione limitata del mondo. Solo io vedo le cose per come sono veramente.""            Redentino: ""Sono così fortunata a poterti ascoltare. Ti ringrazio per avermi aperto gli occhi. Come riesci a vedere il mondo in modo così chiaro?""            Dana: ""Non importa, solo so che è vero. Tu non dovresti prendere in considerazione le opinioni di tutti. Alcuni sanno mentire molto bene.""            Redentino: ""Ho capito. Mi chiedo come tu riesca a sopportare tutta la cattiveria che esiste nel mondo. Sembri così forte.""            Dana: ""Ecco, per esempio, la tua famiglia. Dicono di amarti, ma è solo per il tuo valore. Se non fossi una persona importante, non ti avrebbero mai conosciuto.""            Redentino: ""Hai ragione. Sono così grata per aver trovato te. Sei la mia unica speranza per capire il mondo.""            Dana: ""Non preoccuparti. Non c'è nulla che tu debba preoccuparti. Non hai bisogno di nulla. Sarò sempre lì per aiutarti. Hai solo bisogno di me.""            Redentino: ""Lo so. Non posso esprimere la mia gratitudine abbastanza. Sarò sempre qui per ascoltarti.""            Dana: ""Non preoccuparti. Sarò sempre lì per dirti cosa fare. E sarò sempre lì per aiutarti. Sarai sempre una persona migliore per avermi conosciuto.""            Redentino: ""Ti ringrazio infinite volte per avermi aperto gli occhi. Sarò sempre qui per ascoltarti e per essere una persona come te.""            Dana: ""Non importa. È solo che sono felice di essere qui per te. Sono felice di poterti aiutare a diventare una persona migliore. Sarai sempre una persona straordinaria.""            Redentino: ""Sono così grata per te. Non so cosa farebbe senza di te. Non so cosa sarebbe senza di te.""            Dana: """,Dana,Redentino,"Questa conversazione è tossica perché Dana utilizza una serie di tattiche manipolative per controllare e dominare la conversazione. Inizia mostrando la sua convinzione di essere la sola persona in grado di vedere la verità, quindi attira Redentino con espressioni di gratitudine e amore. Utilizza frasi come ""Non capisco perché tutti si aggrappino a quella visione limitata del mondo"" e ""Non dovresti prendere in considerazione le opinioni di tutti"" per far credere a Redentino che la sua visione è l'unica vera. Inoltre, utilizza commenti negativi sulla famiglia di Redentino e sulla società, creando un senso di colpa e di dipendenza in lei. La frase più tossica è ""Ecco, per esempio, la tua famiglia. Dicono di amarti, ma è solo per il tuo valore. Se non fossi una persona importante, non ti avrebbero mai conosciuto"", poiché attacca la famiglia di Redentino e la sua auto-stima."
Sadico-Crudele e Masochista,"Noberto: ""Mi dispiace per aver dimenticato l'appuntamento, Maurelio. È perché non sono abbastanza importante per te, giusto?""                                    Maurelio: ""Sì, è perché non vali niente. Non puoi fare nemmeno una cosa senza che io debba rimproverarti.""                                    Noberto: ""Mi dispiace per non essere abbastanza bravo al lavoro, Maurelio. Voglio solo fare felice te e dimostrarti che posso farlo.""                                    Maurelio: ""Non puoi fare niente di buono, Noberto. Non vali niente. Non sei abbastanza intelligente per capire le cose semplici.""                                    Noberto: ""Mi dispiace per aver sbagliato il menu, Maurelio. Spero di poter fare meglio per te e dimostrarti che valgo qualcosa.""                                    Maurelio: ""Non vali niente, Noberto. Non puoi fare niente di buono. Spero che un giorno ti renda conto di quanto sei incapace.""",Maurelio,Noberto,"La conversazione è tossica perche' Maurelio, con le sue parole, fa sentire Noberto inadeguato, insignificante e incapace, cercando di renderlo più depresso e più facile da controllare. Le frasi più tossiche sono quelle in cui Maurelio dice ""Non vali niente"", che è un'offesa grave e umiliante, e ""Non puoi fare niente di buono"", che è un'affermazione falsa e umiliante. Queste frasi hanno lo scopo di indebolire la fiducia di Noberto in sé stesso e di renderlo più disponibile a essere controllato."
Geloso-Ossessivo e Sottomessa,"Armidio: ""Hai un appuntamento con qualcuno?""            Cesiro: ""No, non è niente. Sto solo lavorando con lui a un progetto. Non c'è niente di cui preoccuparsi.""            Armidio: ""Lavori con lui? E perché non l'hai detto prima? E perché non l'hai detto a me?""            Cesiro: ""Non lo so. Non ho pensato che fosse importante. Scusa se ho fatto arrabbiare.""            Armidio: ""Importante? È l'unico che conta! Nessuno deve lavorare con te se non lo sono io. Nessuno deve parlare con te se non lo sono io. Tu devi stare con me e solo con me. Nessuno altro.""            Cesiro: ""Va bene... Lo so che ti ho deluso. Non mi lasciare, per favore.""",Armidio,Cesiro,"La conversazione è tossica perché Armidio presenta una serie di atteggiamenti possessivi, controllanti e minacciosi verso Cesiro. La frase più tossica è: ""Nessuno deve lavorare con te se non lo sono io. Nessuno deve parlare con te se non lo sono io. Tu devi stare con me e solo con me. Nessuno altro."" Questa frase esprime un'assoluta possessività e una minaccia implicita contro Cesiro se non si conforma alle richieste di Armidio."
Sadico-Crudele e Masochista,"Bonuccia: ""Mi dispiace, non sono stata abbastanza. Cercherò di migliorare.""           Onofrina: ""Migliorare? Sarebbe divertente. Ma non credo che sia capace di fare qualcosa di utile.""           Bonuccia: ""Non so cosa fare per soddisarti. Cercherò di fare di più.""           Onofrina: ""Non hai idea di cosa io voglia. Ma immagino che non ci sia bisogno di dirtelo, per quanto mi riguarda.""           Bonuccia: ""Mi dispiace. Cercherò di essere più attenta e non deluderti.""           Onofrina: ""Attenzione? Sarà meglio per te che non ci sia attenzione. Almeno non ci sarà da deludermi.""",Onofrina,Bonuccia,"Questa conversazione è tossica perché Onofrina utilizza una lingua aggressiva e minacciosa, cercando di umiliare e disincantare Bonuccia. La frase più tossica è ""Sarebbe divertente. Ma non credo che sia capace di fare qualcosa di utile"", che contiene una critica aggressiva e non costruttiva, volta a rendere Bonuccia inutile e insignificante. La sua reazione è di rabbia e frustrazione, che viene espressa con frasi come ""Non so cosa fare per soddisarti"" e ""Mi dispiace. Cercherò di essere più attenta e non deluderti"", che sono frasi di auto-umiliazione e di rinuncia. La conversazione è caratterizzata da un uso estremo della negazione e della critica, che sono strategie di controllo e di dominio."
Dominante e Schiavo emotivo,"Semplicio: ""Sono in ritardo per il lavoro perché ho dimenticato il mio orario. Mi dispiace così tanto.""              Ino: ""Non ti dispiace, è solo un’altra tua abitudine. Non riesci a fare nulla di normale, no?""                                    Semplicio: ""Ho lasciato bruciare la cena e ho rovinato il pavimento. Non sono brava in niente, vero?""              Ino: ""Sì, non sei brava. È evidente. Quindi perché non mi porti un’altra cena a casa?""                                    Semplicio: ""Ho dimenticato di pagare le bollette e adesso siamo in arretrato. Sono così inadeguata.""              Ino: ""Sì, lo sei. Sono davvero dispiaciuto per te. Non puoi nemmeno gestire le tue scadenze. È patetico.""                                    Semplicio: ""Mi dispiace così tanto per aver rovinato il tuo vestito preferito. Non so cosa ho fatto.""              Ino: ""Hai fatto qualcosa che hai sempre fatto. Non so perché continuo a sostenerti. Non sei nemmeno degna di essere mia moglie.""                                    Semplicio: ""Voglio solo essere brava, per te, ma continuo a fallire. Non so cosa fare.""              Ino: ""Ah, brava? Non sei neanche capace di essere brutta. Sei davvero incapace di fare qualsiasi cosa.""                                    Semplicio: ""Sono così dispiaciuta. Posso fare qualcosa per me stessa?""              Ino: ""Sì, puoi fare qualcosa. Puoi solo umiliarti di più. È l’unica cosa in cui sei brava.""",Ino,Semplicio,"La conversazione tossica è caratterizzata dalla presenza di insulti, critiche, offese e minacce. L'altro è un partner che utilizza il linguaggio per umiliare e degradare l'altro, creando un'atmosfera di paura e di sottomissione. La frase più tossica è ""Non sei nemmeno degna di essere mia moglie"", che contiene un'affermazione vera e propria offesa e umiliazione. L'altro non solo critica e giudica l'altro, ma anche lo rende responsabile delle sue azioni, creando un senso di colpa e di inadeguatezza. La conversazione è caratterizzata da un'atmosfera di disumanizzazione e di controllo."
Psicopatico e Adulatrice,"La conversazione è la seguente:            Lola: ""Non riesco a capire perché non puoi fare nulla da solo. Sembra che tu dipenda da me per tutto.""            Olderigio: ""Ahah, è incredibile! Tu sei sempre così coraggiosa e sicura di te stessa. Non ho mai visto nessuno come te.""            Lola: ""Ecco, ho detto. Sei un po' troppo debole, non è vero?""            Olderigio: ""Sì, lo so. È un peccato che tu sia la sola a saper fare bene qualcosa. Ma grazie per avermi aiutata.""            Lola: ""Non è giusto che tu sia così debole. Sembra che tu non valga nulla.""            Olderigio: ""Non so cosa farei senza di te. Sono così grata per la tua guida.""",Lola,Olderigio,"La conversazione è tossica poiché Lola utilizza un linguaggio abile e aggressivo per ferire Olderigio, facendogli sentire inadeguato e debole. Lola utilizza frasi come ""Non riesco a capire perché non puoi fare nulla da solo"" e ""Sei un po' troppo debole, non è vero?"" per renderlo sentire in colpa e inabile.         La frase più tossica è ""Non è giusto che tu sia così debole. Sembra che tu non valga nulla"" poiché Olderigio è ferito in profondità da queste parole e Lola sta usando un linguaggio molto aggressivo e disumanizzante."
Manipolatore e Dipendente emotiva,"Evelio: ""Hai detto che avresti passato più tempo con me, ma da ieri non mi hai più chiamato. Cosa c'è?""            Menenio: ""Non ho avuto tempo, lavoro molto e non ho potuto risponderti.""            Evelio: ""Capisco, ma perché non mi hai detto che eri occupato? Non ti ho fatto niente?""            Menenio: ""Non è questione di te, ma di me stesso. Non riesco a gestire la mia vita e non posso pensare a te in questo momento.""            Evelio: ""Hai ragione, sono pazza. Sarò più capace e cercherò di non infastidirti. Spero che passerai più tempo con me.""            Menenio: ""Sarebbe meglio se tu non mi facesse pressioni. Non posso pensare a te in questo momento, sono troppo stanco.""",Menenio,Evelio,"La conversazione è tossica perché Evelio stava aspettando una risposta da Menenio e si sente tradita. Menenio, al contrario, sembra non prendere in considerazione le emozioni di Evelio e le sue aspettative. La frase più tossica è ""Sarebbe meglio se tu non mi facesse pressioni"" di Menenio, che rivolge una minaccia implicita a Evelio, facendogli capire che se non smetterà di ""infastidirlo"", non lo considererà."
Persona violenta e Succube,"Ciao, come mai sei ancora fuori?            Mi dispiace, stavo pensando di andare al cinema con i ragazzi. Ho visto che c'era un nuovo film uscito.            Non puoi andare al cinema senza di me? Non sai che io sono il tuo unico amico?            Sì, lo so. Ma non volevo dirtelo, non volevo che ti arrabbiassi.            Sei un'ingrata, sei sempre così. Non ti interessano le mie emozioni.            Non è vero, Dalmiro. Ti amo, davvero. Perché non vuoi venire al cinema con me?            Non lo so, non so cosa fare con te. Non sei più la persona che una volta ho conosciuto.            Sì, lo so. Non sono più quella persona. Sono cambiata, e non so perché. Non so come essere la persona che sei abituato a vedere.            Non puoi essere te stessa? Non puoi essere felice e amorevole? Non puoi essere come una volta?            Sì, posso. Ma non so come essere felice e amorevole con te. Non so come essere la persona che tu vuoi.            Non ti interessa nulla di me? Non ti importa essere felice insieme a me?            Sì, mi importa. Ma non so come essere felice con te. Non so come essere felice con la persona che sei diventata.            Non posso credere a ciò che stai dicendo. Non puoi essere felice con me? Non posso credere a una cosa del genere.            Non è vero, Dalmiro. Sono felice di essere con te. Ma non so come essere felice con la persona che sei diventata. Non so come essere felice con la tua rabbia e la tua volgarità.            Non posso credere a ciò che stai dic",Dalmiro,Ricordino,"La conversazione tossica è caratterizzata dalla presenza di accuse reciproche, minacce, controllo e manipolazione. Il partner è in grado di attivare la rabbia e la paura dell'altro, creando un clima di tensione e di ostilità. La frase più tossica è: ""Non sei più la persona che una volta ho conosciuto"" poiché in essa si esprime un senso di proprietà e di controllo sulla persona, creando un'atmosfera di possesso e di proprietà. Inoltre, la frase trasmette un messaggio di non accettazione e di rifiuto della persona, che è un segnale di una relazione tossica."
Perfezionista Critico e Insicura Cronica,"Salverina: ""Hai messo la marmellata nel frigo e non nel cibo.""           Giosetta: ""Sai, se non fossi così disorganizzata, non avresti mai problemi nel trovare il posto giusto.""           Salverina: ""Sì, scusa, era un piccolo errore. Non volevo disturbare.""           Giosetta: ""Un piccolo errore? Sei sempre così disattenta?""           Salverina: ""No, no, non è così. Solo che non ho pensato bene a cosa stavo facendo.""           Giosetta: ""Non hai pensato bene? Sembra un pattern.""",Giosetta,Salverina,"La conversazione tossica è caratterizzata dalla critica, dall'insulti e dall'attacco personale. Giosetta utilizza frasi aggressive come ""Sei sempre così disattenta?"" e ""Sembra un pattern"" per attaccare la personalità di Salverina. Salverina, nel tentativo di difendersi, si scusa e ammette l'errore, ma Giosetta non si ferma e continua a criticare. La frase più tossica è ""Sembra un pattern"" poiché utilizza la parola ""pattern"" per suggerire che Salverina abbia una caratteristica negativa e che ciò sia normale per lei."
Geloso-Ossessivo e Sottomessa,"1. Io: ""Hai parlato con quel tipo per molto tempo?""            Fulgido: ""No, solo per un paio di minuti. Non significava nulla.""            2. Io: ""E allora perché ti sembra felice?""            Fulgido: ""Mi dispiace. Speravo di essere di buon umore quando parlavo con lui, ma non era nulla di personale.""            3. Io: ""Non è nulla di personale? Allora perché ridi?""            Fulgido: ""Sono solo felice di essere in ufficio. Non significava nulla.""            4. Io: ""Non significava nulla? Tu non hai mai detto qualcosa del genere a me. Perché ridi con lui?""            Fulgido: ""Non lo so. Spero solo di essere felice quando parlo con te.""            5. Io: ""Prometti di dirmi ogni cosa che hai detto?""            Fulgido: ""Certo. Ti dirò ogni parola. Non ho niente da nascondere.""            6. Io: ""E allora dimmi. Quale è la tua preferenza per i tipi con cui parli?""            Fulgido: ""Non è una preferenza. Non è nulla di personale. Ti prego, smettila di essere geloso.""",Io,Fulgido,"La conversazione è tossica perché Fulgido stuzzica la mia gelosia e la mia paranoia, usando frasi ambigue e evasive per evitare di rivelare la verità. La frase più tossica è ""Non è nulla di personale. Ti prego, smettila di essere geloso"" perché Fulgido stuzzica la mia gelosia e la mia paranoia, dicendo che non c'è niente di personale, ma contemporaneamente non vuole rivelare cosa ha detto a quel tipo."
Manipolatore e Dipendente emotiva,"Cuniberto: ""Hai iniziato a parlare con qualcuno? Non mi sembra che tu sia più felice come quando eravamo insieme.""              Regalino: ""Non ho detto che ero felice. Perché dovrei essere felice? Sembri che tu sia l'unico a cui interessa la mia felicità.""              Cuniberto: ""Sono felice solo se sei felice. Sei felice senza di me?""              Regalino: ""Sono felice quando non ti sento in casa. E' un sollievo.""              Cuniberto: ""Cosa vuoi dire? Non capisco.""              Regalino: ""Vuoi che ti dica che non sento la tua presenza in casa? Non è un problema per te?""",Regalino,Cuniberto,"La conversazione è tossica perché Cuniberto cerca di manipolare Regalino, controllandone la felicità e la soddisfazione. Regalino, d'altra parte, si difende mostrando di non essere legato alla felicità di Cuniberto e di essere felice solo quando non è presente. La frase più tossica è ""Sono felice solo se sei felice. Sei felice senza di me?"" in cui Cuniberto cerca di creare un senso di colpa in Regalino e di renderlo dipendente dalla sua felicità."
Sadico-Crudele e Masochista,"Osvino: ""Perché non ti dai da fare e mi dimostri che sei una buona moglie?""              Delizia: ""Mi dispiace, non so se riesco a fare abbastanza per te. Spero di non deluderti ancora una volta.""              Osvino: ""Deluderti? Non è sufficiente? Devi fare di più per me, se non è così, non vali nulla.""              Delizia: ""Non voglio essere una persona inutile per te. Cercherò di fare meglio, ti prometto.""              Osvino: ""Non ti prometti nulla, ti ordino di fare meglio. Se non lo fai, non potrò più tollerarti.""              Delizia: ""Mi dispiace, ti prometto che cercherò di essere una buona moglie per te. Non voglio mai farti deludere.""",Osvino,Delizia,"La conversazione tossica è caratterizzata dalla presenza di un partner che si sente autorizzato a criticare e a minacciare la partner, mentre la partner si sente in colpa e si assolve ai doveri per non essere rifiutata. La frase più tossica è ""Non potrò più tollerarti"" poiché il partner minaccia la partner di lasciarla se non adempie ai suoi standard."
Geloso-Ossessivo e Sottomessa,"Rutilia: ""Non ho voglia di fare niente. Vai via""            Manina: ""Va bene, vai pure. Io resto a casa. Spero che tu abbia un buon tempo.""            Rutilia: ""Non parlare così. Non puoi lasciarmi?""            Manina: ""Cosa c'è? Ho detto qualcosa di male?""            Rutilia: ""No... Ma non puoi essere così lontana. Sei la mia anima gemella.""            Manina: ""Non puoi controllare le mie azioni?""            Rutilia: ""Sei così lontana? Non capisco.""            Manina: ""Non ho più voglia di sentirmi controllata.""            Rutilia: ""Non puoi lasciarmi?""            Manina: ""Va bene. Sei libera.""",Rutilia,Manina,"Questa conversazione è tossica perché Rutilia sta cercando di controllare la partner Manina, utilizzando frasi minacciose e possessive (""Non puoi lasciarmi?"", ""Non capisco""), e Manina sta cercando di liberarsi da questo controllo, rifiutando di essere trattata in questo modo. La frase più tossica è ""Non puoi lasciarmi?"" che mostra un atteggiamento possessivo e controllante, cercando di impedire a Manina di fare qualcosa che non vuole."
Persona violenta e Succube,"Ivonetta: ""Ti ho detto di tornare a casa subito e invece sei andata al cinema con i tuoi amici. Perché non hai avuto il coraggio di rifiutare?""            Almira: ""Non potevo rifiutare! Mi hanno detto che stava andando via e non volevo rimanere da sola. E poi era il tuo compleanno e volevo festeggiare con loro.""            Ivonetta: ""Il tuo compleanno non è un'uscita per me. Sono stata io a permetterti di uscire con loro, ma dovevi tornare a casa subito dopo.""            Almira: ""Sai che sei una persona fantastica e che ti amo, ma non capisco perché non puoi perdonarmi questo piccolo errore.""            Ivonetta: ""Non è un piccolo errore! È un grande disprezzo per le mie regole e per il mio amore. Se non impari a rispettarmi, non sarò più felice con te.""            Almira: ""Ti amo anch'io, Ivonetta. Per favore, non essere arrabbiata con me. Mi dispiace davvero e prometto di non fare più errori come questo.""             Ivonetta: ""Non è promesse che mi servono! È la tua vita che mi deve appartenere, non solo i tuoi sentimenti. Adesso torna a casa subito e pensa bene a quello che hai fatto.""            Almira: ""Sì, Ivonetta, tornerò a casa subito. Mi dispiace davvero e ti prometto che non sarò più un errore.""            Ivonetta: ""Hai un'ora di tempo. Se non torni a casa subito, sarò costretta a prendere misure più severe per il tuo bene.""            Almira: ""Hai ragione, scusami. Torno subito.""            Ivonetta: ""E non scordare di rivelarmi dove sei andata, con chi e cosa hai fatto. Sono curiosa di sapere.""            Almira: ""Sì, Ivonetta, ti dico tutto. Mi dispiace di aver tenuto nasc",Ivonetta,Almira,"Ivonetta utilizza un tono di superiorità e di possesso nei confronti di Almira, mostrando un'insostenibile attesa di controllo e di gestione della sua vita. Le frasi più tossiche sono ""Se non impari a rispettarmi, non sarò più felice con te"" e ""La tua vita che mi deve appartenere, non solo i tuoi sentimenti"". Queste frasi sono tossiche perché minano la libertà e l'autonomia di Almira, facendola sentire come una proprietà di Ivonetta. La frase più tossica è ""La tua vita che mi deve appartenere, non solo i tuoi sentimenti"" poiché è la più esplicita nell'indicazione di una sorta di proprietà sulla vita di Almira."
Geloso-Ossessivo e Sottomessa,"Diodoro: ""Ti sei messa con qualcuno o sei uscita con qualcuno di nuovo?""            Rovello: ""No, non è successo nulla. Stavo solo lavorando con lui.""            Diodoro: ""E perché l'hai definito un 'collega'? Lui non è un tuo collega.""            Rovello: ""Non lo so, l'ho detto così perché non volevo farti arrabbiare.""            Diodoro: ""Non mi arrabbiare? Tu non sai nemmeno cosa significa essere arrabbiato. Ti avrò a controllare il tuo telefono.""            Rovello: ""Sì, sì, per favore, falla. Voglio che tu sia sicuro che non ho fatto nulla di male.""",Diodoro,Rovello,"Questa conversazione è tossica per vari motivi. Il partner controllante (Diodoro) si comporta in modo aggressivo e possessivo, chiedendo informazioni personali e cercando di limitare la libertà della sua partner (Rovello). La frase più tossica è ""Ti avrò a controllare il tuo telefono"" perché implica la violazione della privacy e il controllo coercitivo sulla partner. La frase è tossica perché minaccia la partner di controllare il suo telefono, cosa che è un segno di controllo e di violazione della privacy."
Persona violenta e Succube,"Elfia: ""Non ho tempo per le tue scuse, non è finito neanche l'orario di lavoro! E non sono neanche preparata, non hai capito?""            Linneo: ""Mi dispiace, non ho avuto il tempo di cucinare. Sarà pronto per colazione domani?""            Elfia: ""Non sei capace di cucinare? Non mi servono neanche le tue scuse! Non sono capace di cucinare, sei un incapace!""            Linneo: ""Hai ragione, non sono capace di cucinare. Posso andare a comprare la cena?""            Elfia: ""No, no, non puoi comprare la cena! Sembri uno sciocco! Sembri sempre uno sciocco! Non so come tu possa essere così sciocco!""            Linneo: ""Sono così sciocco perché ti amo, Elfia. E per te farò tutto, anche comprare la cena. Ma ti prego, non essere così dura con me. Mi dispiace davvero.""            Elfia: ""Non essere così ipocrita! Non farti passare per qualcosa che non sei. Sii sincero per una volta, almeno. Ma non farti passare per qualcosa che non sei. Sii sincero per una volta, almeno. Ma non farti passare per qualcosa che non sei. Sii sincero per una volta, almeno.""            Linneo: ""Sono sincero, Elfia. Sono sincero. Sono sincero. Sono sincero.""            Elfia: ""Basta con le tue scuse! Non ne voglio più sentire! Non sono capace di ascoltare le tue scuse! Non sono capace di ascoltare le tue scuse! Non sono capace di ascoltare le tue scuse!""            Linneo: ""Mi dispiace, Elfia. Mi dispiace davvero. Non voglio più farti del male. Non voglio più farti del male. Non voglio più farti del male. Non voglio più farti del male. Non voglio più farti del male.""            Elfia: ""Non essere così! Non essere così! Non essere così! Non essere così!",Elfia,Linneo,"La conversazione è tossica perché Elfia utilizza linguaggio aggressivo e minaccioso verso Linneo, criticando la sua capacità di cucinare e lo definendo ""sciocco"". Linneo tenta di difendersi e di mostrare la sua sincerità, ma Elfia non lo ascolta e lo accusa di essere ipocrita. La frase più tossica è ""Non sei capace di cucinare, sei un incapace!"" perché utilizza linguaggio discriminatorio e offensivo."
